time,equity,open_positions,cb_active,drawdown_pct
2025-08-28 08:00:00+00:00,10000,0,False,0.0
2025-08-28 09:00:00+00:00,10000,0,False,0.0
2025-08-28 10:00:00+00:00,10000,0,False,0.0
2025-08-28 11:00:00+00:00,10000,0,False,0.0
2025-08-28 12:00:00+00:00,10000,0,False,0.0
2025-08-28 13:00:00+00:00,10000,0,False,0.0
2025-08-28 14:00:00+00:00,10000,0,False,0.0
2025-08-28 15:00:00+00:00,10000,0,False,0.0
2025-08-28 16:00:00+00:00,10000,0,False,0.0
2025-08-28 17:00:00+00:00,10000,0,False,0.0
2025-08-28 18:00:00+00:00,10000,0,False,0.0
2025-08-28 19:00:00+00:00,10000,1,False,0.0
2025-08-28 20:00:00+00:00,10000,1,False,0.0
2025-08-28 21:00:00+00:00,10000,1,False,0.0
2025-08-28 22:00:00+00:00,10000,1,False,0.0
2025-08-28 23:00:00+00:00,10000,1,False,0.0
2025-08-29 00:00:00+00:00,10000,1,False,0.0
2025-08-29 01:00:00+00:00,10000,1,False,0.0
2025-08-29 02:00:00+00:00,10000,1,False,0.0
2025-08-29 03:00:00+00:00,10000,1,False,0.0
2025-08-29 04:00:00+00:00,10000,1,False,0.0
2025-08-29 05:00:00+00:00,10000,1,False,0.0
2025-08-29 11:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 12:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 13:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 14:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 15:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 16:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 17:00:00+00:00,10324.046662850002,0,False,0.0
2025-08-29 18:00:00+00:00,10324.046662850002,1,False,0.0
2025-08-29 19:00:00+00:00,10324.046662850002,1,False,0.0
2025-08-30 00:00:00+00:00,10118.580081650001,0,False,2.0
2025-08-30 01:00:00+00:00,10118.580081650001,1,False,2.0
2025-08-30 02:00:00+00:00,10118.580081650001,1,False,2.0
2025-08-30 07:00:00+00:00,9738.200040050002,0,False,5.7
2025-08-30 08:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 09:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 10:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 11:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 12:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 13:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 14:00:00+00:00,9738.200040050002,1,False,5.7
2025-08-30 19:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-30 20:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-30 21:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-30 22:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-30 23:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 00:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 01:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 02:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 03:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 04:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 05:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 06:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 07:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 08:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 09:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 10:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 11:00:00+00:00,9409.70841444231,0,False,8.9
2025-08-31 12:00:00+00:00,9409.70841444231,1,False,8.9
2025-08-31 13:00:00+00:00,9409.70841444231,1,False,8.9
2025-08-31 14:00:00+00:00,9409.70841444231,1,False,8.9
2025-08-31 15:00:00+00:00,9409.70841444231,1,False,8.9
2025-08-31 20:00:00+00:00,8900.188729442314,0,False,13.8
2025-08-31 21:00:00+00:00,8900.188729442314,0,False,13.8
2025-08-31 22:00:00+00:00,8900.188729442314,0,False,13.8
2025-08-31 23:00:00+00:00,8900.188729442314,0,False,13.8
2025-09-01 00:00:00+00:00,8900.188729442314,1,False,13.8
2025-09-01 05:00:00+00:00,8710.451179140036,1,False,15.6
2025-09-01 06:00:00+00:00,8710.451179140036,1,False,15.6
2025-09-01 11:00:00+00:00,8260.696829500836,1,False,20.0
2025-09-01 12:00:00+00:00,8260.696829500836,1,False,20.0
2025-09-01 13:00:00+00:00,8260.696829500836,1,False,20.0
2025-09-01 14:00:00+00:00,8260.696829500836,1,False,20.0
2025-09-01 15:00:00+00:00,8260.696829500836,1,False,20.0
2025-09-01 22:00:00+00:00,8751.462493350837,1,False,15.2
2025-09-02 03:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 04:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 05:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 06:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 07:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 08:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 09:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 10:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 11:00:00+00:00,8612.071452902837,0,False,16.6
2025-09-02 12:00:00+00:00,8612.071452902837,1,False,16.6
2025-09-02 17:00:00+00:00,8082.368747880436,1,False,21.7
2025-09-02 18:00:00+00:00,8082.368747880436,1,False,21.7
2025-09-02 19:00:00+00:00,8082.368747880436,1,False,21.7
2025-09-02 20:00:00+00:00,8082.368747880436,1,False,21.7
2025-09-03 01:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 02:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 03:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 04:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 05:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 06:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 07:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 08:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 09:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 10:00:00+00:00,7755.939107156437,0,False,24.9
2025-09-03 11:00:00+00:00,7755.939107156437,1,False,24.9
2025-09-03 12:00:00+00:00,7755.939107156437,1,False,24.9
2025-09-03 13:00:00+00:00,7755.939107156437,1,False,24.9
2025-09-03 22:00:00+00:00,7896.721281400722,0,False,23.5
2025-09-03 23:00:00+00:00,7896.721281400722,0,False,23.5
2025-09-04 00:00:00+00:00,7896.721281400722,1,False,23.5
2025-09-04 05:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 06:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 07:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 08:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 09:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 10:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 11:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 12:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 13:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 14:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 15:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 16:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 17:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 18:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 19:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 20:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 21:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 22:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-04 23:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-05 00:00:00+00:00,7688.856001160723,0,False,25.5
2025-09-05 01:00:00+00:00,7688.856001160723,1,False,25.5
2025-09-05 02:00:00+00:00,7688.856001160723,1,False,25.5
2025-09-05 03:00:00+00:00,7688.856001160723,1,False,25.5
2025-09-05 04:00:00+00:00,7688.856001160723,1,False,25.5
2025-09-05 05:00:00+00:00,7688.856001160723,1,False,25.5
2025-09-05 11:00:00+00:00,7885.284759590722,1,False,23.6
2025-09-05 12:00:00+00:00,7885.284759590722,1,False,23.6
2025-09-05 18:00:00+00:00,7924.075177640721,1,False,23.2
2025-09-05 23:00:00+00:00,8175.134577290721,1,False,20.8
2025-09-06 04:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 05:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 06:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 07:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 08:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 09:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 10:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 11:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 12:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 13:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 14:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 15:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 16:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 17:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 18:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 19:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 20:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 21:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 22:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-06 23:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-07 00:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-07 01:00:00+00:00,8265.269268440721,0,False,19.9
2025-09-07 02:00:00+00:00,8265.269268440721,1,False,19.9
2025-09-07 03:00:00+00:00,8265.269268440721,1,False,19.9
2025-09-07 04:00:00+00:00,8265.269268440721,1,False,19.9
2025-09-07 05:00:00+00:00,8265.269268440721,1,False,19.9
2025-09-07 10:00:00+00:00,8084.245590286566,0,False,21.7
2025-09-07 11:00:00+00:00,8084.245590286566,0,False,21.7
2025-09-07 12:00:00+00:00,8084.245590286566,0,False,21.7
2025-09-07 13:00:00+00:00,8084.245590286566,0,False,21.7
2025-09-07 14:00:00+00:00,8084.245590286566,1,False,21.7
2025-09-07 15:00:00+00:00,8084.245590286566,1,False,21.7
